read_id,pod5_file,target_gene,signal_start,signal_end,label,coverage_pct
113ce4f4-7b96-4236-87e0-b7daf2c90dad,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,NONE_BACKGROUND,10000,40000,0,0.0
90d58529-ea54-4331-a04c-9d9b8a424983,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
fa7550f1-f686-4c71-bd2e-3aeeb91f96ba,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
5b6aa407-d900-46cc-be09-b5d93db2023b,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_3.pod5,NONE_BACKGROUND,10000,40000,0,0.0
c37f33f3-a627-40f4-81de-a4617d7f8f67,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,ENA|MZ092836|MZ092836.1,10024,25012,1,97.28
7bed94ae-2aff-427f-ac15-b5806636c429,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a5b12f1d-e58b-44c3-a13b-663d046b6b84,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_3.pod5,NONE_BACKGROUND,10000,40000,0,0.0
785a23c7-1b5a-42e5-926f-bec38d1f0424,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
d33dedbb-4a98-4ba1-bca6-6e3507f75614,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,NONE_BACKGROUND,10000,40000,0,0.0
91eabfaa-dc3f-4781-92c5-c1eda899ddfb,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,ENA|MZ092836|MZ092836.1,14818,29374,1,100.0
d2d7fbc4-eec6-4244-84b8-8d84dd3d4fea,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
730702fa-78ce-4e70-b382-dbed0119c823,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
b5b56ad9-ee45-418e-ac69-9c46cae67c2b,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
f8802646-c6da-47bb-8dfe-2e5339bb0ac3,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
cede30fd-1518-4d1c-971a-40dfc20a1069,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
d8b70acb-a13d-4ec6-8fe8-52a4e0d1fa6b,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,158086,168868,1,100.0
7754fdfd-82a9-4120-861a-6584a778388a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,NONE_BACKGROUND,10000,40000,0,0.0
1e94c49a-8689-4d5c-8902-5bf10d7aa164,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_3.pod5,NONE_BACKGROUND,10000,40000,0,0.0
9efca091-9363-4447-8c19-3ecb423ad088,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,ENA|HEE1644226|HEE1644226.1,130942,141658,1,100.0
589fe6e4-9dcf-4195-bc8e-959f3f7a7ad2,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,ENA|HEE1644226|HEE1644226.1,59008,69634,1,100.0
96f7569e-fc8e-4ce2-bdfc-0ad662f4ce65,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
e98e0561-cff8-4567-a858-07e0be63d844,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,57964,67534,1,100.0
462c0659-4dea-4ca7-a66c-dd2e075e6491,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_12.pod5,ENA|HEE1644226|HEE1644226.1,32026,42550,1,100.0
fd4c1807-88b7-4b53-91e7-acf066076e57,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,ENA|HEE1644226|HEE1644226.1,5860,21490,1,100.0
56d0cbc3-dcc6-4320-9ccb-5ee585e4c888,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,NONE_BACKGROUND,10000,40000,0,0.0
303b7da9-21a9-47a1-b2c4-43ec94c6082b,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
19be8795-f050-4613-b2af-138a7d3b3437,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_3.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a8e641fa-4a9f-498f-b9db-b74c86aa9651,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
27ca1cce-100c-4189-88cc-37f538e60d0f,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
fe84adce-c7bb-48bc-bfe5-756ab83874c1,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_12.pod5,NONE_BACKGROUND,10000,40000,0,0.0
cb064c75-e695-46b1-982e-41b0b12ad1b7,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,ENA|HEE1644226|HEE1644226.1,1456,11632,1,99.64
573cb00c-ff85-40f2-8dc2-4c5d84159cc6,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,NONE_BACKGROUND,10000,40000,0,0.0
64287d02-3d1b-46eb-a219-b882fc7f964c,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
fc15e6b6-0f27-4113-b821-b6aa13c42c3f,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
dfaacbff-3c9a-4915-9e6e-2663ec9770eb,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_12.pod5,NONE_BACKGROUND,10000,40000,0,0.0
ca12e4b8-200b-46c5-b22c-e09a8cd45e10,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
7bab8134-1ebd-4a1b-84c2-aa7dd22ac3a3,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
796f7db8-def1-4de3-80ae-11de060d6660,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,NONE_BACKGROUND,10000,40000,0,0.0
93976447-b3c2-483f-8cbb-74d4373383f3,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
0ddd08e8-8892-4a94-8dc7-11a4c813f8a0,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,NONE_BACKGROUND,10000,40000,0,0.0
32e98857-c036-4c42-8693-90df5fed8647,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,NONE_BACKGROUND,10000,40000,0,0.0
b763b164-8aa4-4eab-b792-c6a646dd870a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,NONE_BACKGROUND,10000,40000,0,0.0
f6cbad2e-47ec-4679-9975-f268c34b6c92,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
ab47c9aa-0b79-452b-a0ea-41f36831c59a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,NONE_BACKGROUND,10000,40000,0,0.0
5941fd10-dcd2-48c8-9b7f-fdb09c8c5027,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a39e0731-6a20-4769-be00-abd64d1b0c3e,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
cfd9a1ee-2110-4001-a1bd-cd5d378d6f6c,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
c27af732-5750-44b0-b0d8-022ea9e8877c,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_3.pod5,NONE_BACKGROUND,10000,40000,0,0.0
bbb8bc0b-899a-46c7-bf34-d6d3826d72c6,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,NONE_BACKGROUND,10000,40000,0,0.0
aa5fe883-39de-4dca-9ca7-f56303db2341,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,ENA|HEE1644226|HEE1644226.1,59740,71788,1,100.0
d0250744-1765-474d-bc79-1c2a61fac626,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,NONE_BACKGROUND,10000,40000,0,0.0
7eee02a4-97d0-41bb-8d63-e41c1528ee7d,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,ENA|HEE1644226|HEE1644226.1,37558,51580,1,100.0
997b8a02-68af-4d58-9bae-b93cdf63af6e,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,21112,31246,1,100.0
e5ae83ac-59a9-4f48-85dd-beddca41765a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
cd8063bf-574b-4e9a-8d91-cb0c50427036,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
3b81a278-3f4e-499f-83bb-f6dd21b8b274,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a081e37e-6ccb-4499-acd9-82893ca5f37c,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
ed1fe079-c0d0-49a6-8c49-358ed14e031e,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a5e5c01d-19df-42d3-98c3-a11bcef89c7c,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,66070,77068,1,100.0
219b3bfe-283e-4ca6-aa01-cca84f98d40b,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,20260,29626,1,100.0
c44e5d5e-fa0f-41d0-879f-a08944e25102,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
f41abad5-33bd-4d16-b1b6-d199bc2e8fd4,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,NONE_BACKGROUND,10000,40000,0,0.0
9a66c718-d9c6-428b-82f5-4f7ced81340b,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a0b4d847-9fd2-408d-a71c-9574d58b9a52,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,NONE_BACKGROUND,10000,40000,0,0.0
6c978052-45a6-4a8d-a568-4fbcca396945,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,NONE_BACKGROUND,10000,40000,0,0.0
2c36bda2-4aec-436d-9485-db7c80734845,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
4c574655-3bb2-4e76-b586-e39667f8869d,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,NONE_BACKGROUND,10000,40000,0,0.0
4ae8cfcd-ad77-46eb-92fd-62854e3157ca,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,30370,42364,1,99.64
adc7c899-8ad7-4ad8-ae54-25ce3d89e7eb,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,ENA|HEE1644226|HEE1644226.1,17026,26476,1,100.0
050d0a1a-898e-4259-8592-fab9f3af594a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
ea52aa50-0c30-42a6-894c-56b9e565b527,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
36b1104f-20a1-4d39-a136-a5c8918a3a55,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
ab339319-971a-4437-8d49-6005cc98b6b0,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,NONE_BACKGROUND,10000,40000,0,0.0
1d732c1e-1b33-4255-97a9-0f18fdfcc8a1,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,NONE_BACKGROUND,10000,40000,0,0.0
8fae2d0a-8cdb-44ca-a1aa-7a5b358f835f,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,NONE_BACKGROUND,10000,40000,0,0.0
8ba5d8b6-3260-40c1-b0d0-ddd3f564f1e7,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
d58da6fd-a267-4847-ace3-4a8f740d1245,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
8d6f4a8f-5ab1-4d7f-ace3-893ecb7d4061,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
e12fd9e0-5336-4797-8483-6f76142a2be2,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,ENA|MH733892|MH733892.1,13312,22888,1,100.0
bc9fbb66-e5fa-4a55-ad71-1132f7850998,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
1cac7bd4-76b0-47cf-8a19-80e59a0258e4,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,NONE_BACKGROUND,10000,40000,0,0.0
52895bac-8423-4e83-a481-dd1b7282d091,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,NONE_BACKGROUND,10000,40000,0,0.0
e4ffbdf1-bace-45df-957d-919064bac30a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
1ea97d32-0fd6-42b9-a7d8-884a10dbff1a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
f80ce9f5-c0f3-45cc-b180-054586a78279,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,ENA|HEE1644226|HEE1644226.1,152200,162766,1,100.0
7d0c43dd-2983-46ef-b3df-bc4afa6f7e77,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,ENA|HEE1644226|HEE1644226.1,133492,144814,1,99.88
caa2f11d-f489-4c1b-a319-09f33c90d76a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,NONE_BACKGROUND,10000,40000,0,0.0
ad9c455c-7468-4048-8240-deb2f0ba3ed4,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
b82bce0d-bc9d-41e9-91f1-49b118ef5b47,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
00edc0e0-80a0-4a3f-848b-e61b15461aa6,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,NONE_BACKGROUND,10000,40000,0,0.0
021a7eea-2281-42c3-a178-955e6855ff2d,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,40570,50224,1,100.0
8a763b67-3c3b-4fa6-b81a-0002ecac2a45,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,NONE_BACKGROUND,10000,40000,0,0.0
17d12ca0-c7b6-49d4-ab74-7426d30b283c,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,ENA|HEE1644226|HEE1644226.1,43336,58558,1,100.0
c0de7cbf-428d-4d02-95c2-4b4c2e9f9436,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,256576,266458,1,98.69
390fe7e4-8115-4b9a-ac35-60edc0e09cd5,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
5cc4537e-7ed4-4115-b5d7-de5c27a820c4,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a6dc9af6-c99f-43bc-bdaf-dc153e3bd5d2,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
e87f9557-903d-42fa-8051-91fcc0e318ec,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
dff6b784-0953-469e-8850-68ef8b65d1af,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,NONE_BACKGROUND,10000,40000,0,0.0
d94217d1-a480-4762-83f7-a643b295854f,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
185c032b-bc40-4ec5-b24f-46c5570824b6,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,ENA|HEE1644226|HEE1644226.1,19846,29200,1,100.0
25588d1c-1993-47f6-bab5-7210f041a5c7,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,29752,38608,1,100.0
be323535-77b1-4653-a998-0857cdbad200,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,ENA|MH733892|MH733892.1,62170,70216,1,100.0
33fa9644-dfe9-4d7e-9af2-ab1107f534dc,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,ENA|HEE1644226|HEE1644226.1,189946,200032,1,98.33
4f16c177-5ace-470a-afeb-6bc53a9c1080,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,NONE_BACKGROUND,10000,40000,0,0.0
797d33af-b160-446e-8a02-26b879ba85e7,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,NONE_BACKGROUND,10000,40000,0,0.0
bc4f8b6b-202a-42e5-94c4-c2964aaa89e8,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_12.pod5,NONE_BACKGROUND,10000,40000,0,0.0
1fbf82e5-1a72-42c9-95c0-19e7697c0fc1,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,NONE_BACKGROUND,10000,40000,0,0.0
c590b42f-6e07-462f-95f5-7865a116878f,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a3ca36d4-5e20-4209-b75c-516b3464d977,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
b8b38305-58df-41be-8d50-a80b4c6d0dff,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,ENA|HEE1644226|HEE1644226.1,24016,34480,1,99.28
810795da-f844-465a-95ae-2cfc32192ce7,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_9.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a7d493a7-7a9a-4cff-bb76-046089d4f3f7,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
00b80897-dc64-4e09-ae69-c6782fe8aeb9,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,2764,12994,1,100.0
10b2eab8-d273-49c0-a843-8744dc9fa90f,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
07685768-9830-4ab3-8c08-de9a672b59f1,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,NONE_BACKGROUND,10000,40000,0,0.0
05ee6a70-9816-4718-a836-7d8ffd62e60b,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_7.pod5,NONE_BACKGROUND,10000,40000,0,0.0
e568f494-39d1-43e9-8b4c-c55799d176c5,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
06712959-de62-464e-9298-927099fcb0f5,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,ENA|HEE1644226|HEE1644226.1,25870,37336,1,100.0
32ca9dea-d01b-4e3f-a54c-7916e66ba7d4,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
a4cf6b38-dcda-4d92-8140-80b425e1a809,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_12.pod5,NONE_BACKGROUND,10000,40000,0,0.0
67b8535c-d841-49ee-a256-8beb442a728e,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_3.pod5,NONE_BACKGROUND,10000,40000,0,0.0
3eb7a42f-0cba-4e47-82fe-72ea32885457,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_12.pod5,NONE_BACKGROUND,10000,40000,0,0.0
5f8ed2bc-e999-47f2-855e-6f87416ea3e3,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
58f22357-1c72-4304-9c6e-4dccc1e108a6,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
5944d6da-2a06-4bd7-bd71-d4b10323c36a,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,NONE_BACKGROUND,10000,40000,0,0.0
afd3c734-d158-43fd-84dd-420efb74c2b0,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_8.pod5,NONE_BACKGROUND,10000,40000,0,0.0
2e94fd26-1912-49f7-bf77-087daba6dfa0,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_5.pod5,NONE_BACKGROUND,10000,40000,0,0.0
7281d1b1-954d-45bf-a2c1-614e1446eba2,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_10.pod5,NONE_BACKGROUND,10000,40000,0,0.0
2aeee0a8-a559-4749-a4bd-2a934cb621ce,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,NONE_BACKGROUND,10000,40000,0,0.0
0228701f-c4cc-4527-8d22-d887e5430d28,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,37300,48028,1,100.0
e6edcd3e-1c8b-4b8f-b589-67974560ba3d,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_4.pod5,NONE_BACKGROUND,10000,40000,0,0.0
292ea265-5214-4042-9803-ba128fe8519f,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,ENA|HEE1644226|HEE1644226.1,17284,27394,1,99.28
a0d642bb-e125-4063-9011-f6e8950c6de6,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_3.pod5,NONE_BACKGROUND,10000,40000,0,0.0
b1b939bf-f25b-49a2-8bb8-d8f70e92467b,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_12.pod5,NONE_BACKGROUND,10000,40000,0,0.0
b5a5a1d9-8465-41a6-8582-6cbbcec2eeab,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_6.pod5,NONE_BACKGROUND,10000,40000,0,0.0
4258548c-7e6a-4aa9-9942-d523d1e77b1f,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_11.pod5,NONE_BACKGROUND,10000,40000,0,0.0
c88af0fd-b424-4cd6-9d48-939cef84191e,PAQ63858_pass_barcode48_33cbe55b_d2f2cde4_0.pod5,ENA|HEE1644226|HEE1644226.1,21592,31402,1,99.76
