read_id,pod5_file,target_gene,signal_start,signal_end,label
f336dd44-7bc2-44ff-9185-6770418b09b7,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MH733892|MH733892.1,22696,26722,1
39f7f741-8599-4b18-8844-302f645c5e2b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,13126,21934,1
da165e45-814f-45ca-ae3b-e1f30a36d7c8,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MZ092836|MZ092836.1,7810,26860,1
e61b32a5-9c84-4c61-998c-543d45a1258a,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MH733892|MH733892.1,32644,43144,1
b61e1774-f71f-4bdb-8344-ea18c20bf118,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,29098,32476,1
2102cf30-c23d-468b-8cf9-511ff11fbb64,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MH733892|MH733892.1,37480,51208,1
bcda1fb3-489a-450b-ad83-f2f1c7da1bd2,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,4714,20272,1
e3f4a892-e15a-4c97-b77c-f209bad47342,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,4114,17800,1
c78ba5bb-7dd4-4508-bda7-644965359601,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,11344,21832,1
8e4ab162-41dd-44a2-b3bf-175fb6e16e40,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,5710,19072,1
a0cfba4c-2d98-46df-91b6-19018617eabe,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MZ092836|MZ092836.1,15448,29200,1
55ce4462-c6fd-4342-9e5a-b85f5b3c53e7,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MH733892|MH733892.1,3658,14614,1
7299dd4d-36a0-4873-988b-118028c81959,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MH733892|MH733892.1,19420,30886,1
a929cef9-edf4-4ba0-b8a0-17bea3d53cdc,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,19930,30880,1
05edabf8-8ffc-4e91-aa26-1c907bfef9eb,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,11122,22660,1
84a252b1-f495-46ef-b37f-9f992b9a9ce6,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MZ092836|MZ092836.1,1708,5068,1
65329855-797d-467f-88ae-20f70aa1ab72,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MZ092836|MZ092836.1,2152,4240,1
255430dc-6c42-481c-8949-60c768a5588c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MZ092836|MZ092836.1,9814,24088,1
0908409a-1eca-4051-b29a-601e29f138c7,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MZ092836|MZ092836.1,23218,36034,1
cc81596a-8e9f-4219-81f5-9d58b19406c9,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|MZ092836|MZ092836.1,88,1816,1
0592925b-fffe-44b6-b3a3-b6b2b89bb2f2,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_1.pod5,ENA|HEE1644226|HEE1644226.1,208,5038,1
6c58af0c-50e1-4d60-9e03-c47ad9c74b9c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,116836,133420,1
a286ea6d-14a1-452e-aadd-d199e55d0979,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,4066,5182,1
f482d53f-1d27-4493-bdaa-77329e5267d7,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,1858,4180,1
966ed00a-dfbb-4aba-871f-28853ef83767,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,23800,25096,1
fda1e57b-a649-43f0-b2b4-8c43f886935b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,1558,2428,1
103207b7-d46c-44b6-99c4-5a75fbca6d88,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,56620,64906,1
b6eece43-b66f-45b2-959d-1571056abc55,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MZ092836|MZ092836.1,34054,49942,1
6a3ac77f-8024-4d3d-8377-5be692058285,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MZ092836|MZ092836.1,136,2986,1
40b6a2be-0910-4726-af8b-c7d525958aca,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,12508,21928,1
5e5721fe-f9aa-4b2f-a80c-434d0a00bcc1,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,17194,26344,1
2c52a54d-27f0-4c8d-add5-e641363f858c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,5020,10984,1
dcda82f8-5720-4e70-ab9e-f1dd9e6f6db5,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,24136,27568,1
d2264185-9d8f-4bd8-ba16-6ab408d0e37b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,1594,3970,1
33392557-1ccb-488a-a2c6-1e8762cfb415,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,19642,27376,1
29a50f19-7495-425f-b3a8-a2b88200e01a,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MZ092836|MZ092836.1,85336,85336,1
ceab8478-2ddc-4417-978b-d001c9b0f14b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,3274,13024,1
c1036071-0506-4589-8d6b-0fedda042897,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,6760,17518,1
a6f845f1-75b3-4d96-8e4f-4c5b0a0d62e1,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,66286,75418,1
097fa427-b620-4ae9-8fed-dc383e557fe2,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,216544,227914,1
951c1115-71bd-42f3-b02f-e4cfb2e34d7f,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,112,6280,1
f4d82d7d-19b4-438c-97a5-4a7a67fe0484,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,2050,5632,1
7fdb5e79-05fd-4f44-abe1-63bee121c97e,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,25264,39898,1
4a8d6410-afeb-4707-b354-8a5f2efccf0f,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,44296,53182,1
bea3a33d-5ab6-440c-8f33-4d7fccb9930e,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,8218,17326,1
6fce6aa4-2112-492d-a7c8-675461026c15,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MZ092836|MZ092836.1,8080,22954,1
0163a5cd-832f-47b2-b33e-74d5f4d3ab6c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,2494,11116,1
063eb8b4-b63e-4c9c-bbca-1b1161aa90c1,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,1558,10984,1
a76ba78b-2403-427c-b639-4e6535c78196,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MH733892|MH733892.1,42832,53656,1
faddf3ac-4815-46fe-9da3-3b3b9788a710,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,43996,45784,1
1ab9e3f6-3015-47b4-b06b-018485084e55,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|MZ092836|MZ092836.1,13324,32902,1
a47747fd-c5ce-442b-a8c5-6588870f2d3b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,28354,38914,1
d85747f0-b1cc-4ec4-9933-84c7f9eb5040,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_2.pod5,ENA|HEE1644226|HEE1644226.1,110488,122488,1
6c665470-99f6-4b02-98af-3af564f7f601,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,80080,94792,1
123e6088-7aac-4be3-9a39-feae028f7dc2,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,91294,91294,1
c60f5c41-a880-4fdd-8fc5-8b118318c19f,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,38260,48304,1
bc263f27-412d-4e66-907f-2c645b1be015,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,4084,4084,1
0941e7c8-c045-4547-a4bb-264579daa4f0,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|HEE1644226|HEE1644226.1,113386,123928,1
cf0391ef-1edf-4826-8c12-5cabc1006a05,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,204544,211492,1
b2fcaeab-594b-40ac-811d-018f6532186e,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|HEE1644226|HEE1644226.1,68536,78892,1
7f789f40-a132-403d-9cb4-b642311a87f0,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,33034,40642,1
03caded7-de56-4621-a3f3-a8ac45e352ce,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,2176,7762,1
155a6847-d310-4719-a803-6bce05d87e25,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|HEE1644226|HEE1644226.1,52276,62728,1
20b0deb5-560c-479c-bd1a-248bb34d697f,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,520,8980,1
7b542d5e-0ced-4040-8bbc-3a95684f4bdb,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|HEE1644226|HEE1644226.1,11710,21700,1
02d6c2b5-a6b4-4ed5-b924-e33cb2c1632b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,28210,38884,1
559ca0c5-1098-4ebd-858d-6f99efa45ac9,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,25342,34612,1
180ed806-341d-4c76-817b-46f4fa37900a,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,10882,10882,1
3f9ec42c-afae-4186-85b2-3904877367c9,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,39016,53686,1
2822a07e-eee1-4b0b-949f-f6a523257559,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,33850,45004,1
88001214-d20d-4419-8086-6e4b888e2daf,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,11716,21610,1
e5ea4e65-3d43-4345-a90e-3150ac2ae8c8,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,27742,42172,1
1b735744-b253-4bca-b0b5-9e2f3736455b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,53818,65596,1
d310adb6-bc9e-42c2-858d-b67fc5644492,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,135616,136684,1
7e207e65-bca5-40fd-9108-10d6341c59df,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,56356,64816,1
4ba685a6-9bb3-431a-bcb5-db781e447d4c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,5236,20476,1
62db6392-09de-498d-9c07-dd2ba6b5d0d6,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MH733892|MH733892.1,27382,39496,1
24d64bb6-fffe-4412-987b-3ae62ff66801,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,13126,26656,1
d296bec9-ba3b-4fba-8f1c-0b2d3c1447f0,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|MZ092836|MZ092836.1,43318,58864,1
6b7d28e2-4e06-4db3-8b70-1850e94854ed,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|HEE1644226|HEE1644226.1,2878,4126,1
41b41a9f-f10e-4215-8582-0db409b47639,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_3.pod5,ENA|HEE1644226|HEE1644226.1,68056,75358,1
97eeae7c-933b-4851-b2bb-85f52fde7164,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,98476,112912,1
88e3755a-cd42-440a-aea5-0093ab68a836,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,95200,104224,1
51eb12c5-d154-4c92-a7a4-5857de194341,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,6904,17476,1
3d955678-c3c2-4d8c-99f4-deb69f588b48,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,25606,35410,1
5a5bdd24-7094-402d-aee0-e1acbdb878af,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,29284,39190,1
97de702b-70dd-441a-ba28-97ad5130f88b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,46,4858,1
1e7de8c6-c0e1-4158-8ca6-fc8278016c00,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,51868,53692,1
2d2a156c-ec7c-457d-9e49-93678836198e,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,4438,9940,1
f804d624-647d-4c12-bddb-160477078c3a,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MZ092836|MZ092836.1,68488,85636,1
93574371-9b48-458a-9118-afd143d886a7,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,7456,15238,1
e6ddd491-1c79-4905-9b58-618f0c015b0f,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,21538,32140,1
00559806-9f6a-40f5-a368-d37ad368db60,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,76,3634,1
3401cbf4-d398-4726-b5ae-212b11a1b40a,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MZ092836|MZ092836.1,184,5098,1
fa7047a3-ebab-442d-ae58-1600e521cc91,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,24628,34984,1
345bd549-7567-4235-a486-d2549e750dfe,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,51094,62668,1
97c22989-9d5c-4b92-84e5-167c3546116b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MZ092836|MZ092836.1,288214,306508,1
a4cd3b94-5ff6-4daa-b877-731c65582517,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,62146,77626,1
291b2fec-8db5-41ca-b916-5e0e8fa4e0d6,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,327592,339598,1
f3af98ba-3bd3-47cc-8d72-e20c723323ba,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,53140,61240,1
d07cb032-2cf2-4941-b078-a67365f2e5bd,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,57550,64930,1
be9b1789-2743-4e4c-9c47-911aefce8100,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,104626,115594,1
8a804838-298f-4a9f-a043-f2a7fbe73a92,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,88972,91090,1
c7f25eec-f1d2-4f5d-9784-d04f825d5d61,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,51676,61888,1
7d2e0049-5227-4d3b-b01a-9e18d7ccafa7,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MZ092836|MZ092836.1,1876,9562,1
59d0ca98-3cd4-432f-b82c-1db9207b89ef,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MZ092836|MZ092836.1,220,7246,1
02385377-4ac0-4787-ba62-1e12ad5bd09e,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,141652,151696,1
1eae47b8-d5ee-4b77-b960-fe4c71be1e8e,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,16,5332,1
9bf1eea1-eac2-446c-9280-d57ddceaca2e,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,58954,70114,1
e9f309f2-a5fc-4ecf-bf7d-201f1be102ff,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MZ092836|MZ092836.1,26014,40468,1
836f5222-e323-44ef-aaa8-8969c2b05ffd,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,74662,85750,1
81922d5c-ef43-4225-a578-5382090cce68,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,9712,9712,1
7313ede9-2053-4cb7-82e3-d6813cf335b7,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,30034,43186,1
3af6a928-aec8-4c32-826b-939b9b26eb4d,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MZ092836|MZ092836.1,1468,5722,1
98c78697-929c-4734-be0b-0ef6abcbfc98,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|MH733892|MH733892.1,39568,50578,1
57ea32ff-60f4-4f8f-9d33-4d49c2447277,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_4.pod5,ENA|HEE1644226|HEE1644226.1,1810,3562,1
d95ace6b-ccc6-4f18-ba8d-2e316a836815,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,282016,288256,1
543710f7-568e-4184-ad79-a82cc3edb3ed,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MZ092836|MZ092836.1,280,5398,1
43c89039-cd40-4a1b-8e9e-bccaa899efbd,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MZ092836|MZ092836.1,352,2176,1
9fca57a1-f84a-48aa-a7e6-930a6577f522,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,9322,21658,1
9ddd0a63-3900-48ef-876c-ed8fbf0af903,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,13852,25054,1
caaf9120-be80-483b-8624-5d15744fd846,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MZ092836|MZ092836.1,1702,13222,1
566ef59e-2144-4b7e-a4da-f836ddab5484,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,107248,118144,1
1ac32b69-f516-4c9f-a44e-5d92f0a3cab2,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,8998,22468,1
c0d4a797-763c-40f9-a049-537b87491dc3,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,55540,63250,1
3e135efa-08b7-4867-9d30-ead405de419c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,146548,155746,1
3e135efa-08b7-4867-9d30-ead405de419c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,183622,183622,1
a2b852d0-c6b9-4adc-a637-b54367929ba8,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,9202,19276,1
fd516d16-3f2f-4a94-848e-464b29385ca0,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,3160,9526,1
8c732985-a5a2-420f-9c2f-10e815a980c0,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,114070,123010,1
93b87a98-b611-4d60-a4a0-1f3e328a59ec,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,121936,129322,1
8a9b693f-ab32-48e0-bcd6-8b675c69e30b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,134662,144334,1
5305e513-0f41-4ce9-a64d-c7a9e8fd3e24,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,1762,9160,1
bbfa22bd-5d51-41a8-8de1-f99234b4ed5c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,35446,45484,1
0410da22-fe0a-4b88-9fd2-173996a68971,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,40300,50644,1
da01d1e9-b662-4f85-b3ff-9dd558dfffa1,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,25948,25948,1
2ffc9e5c-9f90-41e1-982d-997309e95e52,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,66022,73354,1
94f04589-56ee-4bd2-b127-e2694c3065aa,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,39352,51418,1
80cc1802-92a9-46f5-8b25-b8adaa00146b,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MH733892|MH733892.1,169558,179896,1
